Прізвище,Ім'я,По батькові,Стать,Дата народження,Посада,Місто проживання,Адреса проживання,Телефон,Email 
Макогон,Марта,,Жінка,1996-12-21,Акушер,селище Івано-Франківськ,"узвіз Юннатів 1-й, буд. 488, Ворожба, 46196",+380 (17) 061-42-15,deriazhnabohuslava@example.org
Охріменко,Маруся,,Жінка,1990-04-19,Піаніст,село Шаргород,"сквер Михайлівська, буд. 51, Саки , 64038",037 359-07-24,zkorzh@example.net
Аврамчук,Аніта,,Жінка,1966-05-09,Фермер,селище Сколе,"узвіз Аполона Скальковського, буд. 418 кв. 514, Тисмениця, 88161",465 23 98,andriikorsun@example.com
Тарасенко,Ада,,Жінка,1957-01-21,Кінорежисер,село Черкаси,"узвіз Глазунова 2-й, буд. 2, Добромиль, 44308",+380 44 758-11-58,liudmyla89@example.com
Гаврилюк,Марія,,Жінка,1948-08-28,Складальник,місто Бахмут,"парк Лазурний 1-й, буд. 34, Рахів, 87811",+380 99 024-82-36,lupiioles@example.org
Ніколюк,Марія,,Жінка,1983-02-24,Епідеміолог,місто Хирів,"площа Морська, буд. 654 кв. 18, Красноперекопськ, 41096",+380 (84) 944-74-15,alina18@example.net
Єресько,Михайлина,,Жінка,1970-10-27,Актор,селище Молодогвардійськ,"провулок Стамбульський, буд. 05, Болград, 57143",+380 01 643 87 73,chornovilpanteleimon@example.net
Вертипорох,Ярина,,Жінка,1989-08-05,Стоматолог,селище Сімферополь,"площа Мечникова, буд. 7 кв. 08, Дніпрорудне, 20831",+380 (49) 814-72-81,bashtanodarka@example.org
Аврамчук,Олена,,Жінка,1954-08-13,Режисер,місто Надвірна,"парк Луцька, буд. 47, Сарни, 68410",075 740-82-73,qhuk@example.com
Товстуха,Василина,,Жінка,1947-01-08,Стиліст,місто Липовець,"вулиця Цегельнозаводська, буд. 98, Звенигородка, 90982",985-03-23,kalenychenkodemian@example.net
Забіла,Анастасія,,Жінка,1950-03-18,Складальник,село Благовіщенське,"парк Херсонський, буд. 641 кв. 689, Бахчисарай, 90452",+380 53 977 01 22,hukolha@example.net
Рева,Лілія,,Жінка,1947-12-30,Кінорежисер,місто Авдіївка,"проспект Маяковського, буд. 965, Чернівці, 88881",078 496-31-98,danylchuksofiia@example.org
Гупало,Одарка,,Жінка,1984-10-25,Науковець,село Підгородне,"шосе ПшеничнаРадищева, буд. 58, Тростянець, 51102",185-12-20,lizatovstolis@example.net
Гресь,Оксенія,,Жінка,1981-10-13,Палеонтолог,селище Пологи ,"вулиця Пісочний, буд. 606, Шпола, 91817",024 649-59-52,marta55@example.net
Чуприна,Соломія,,Жінка,1979-03-25,Менеджер,хутір Лохвиця,"площа Йосипа Тимченка, буд. 4 кв. 66, Сєвєродонецьк, 02945",515 79 39,irynahabelko@example.org
Редько,Орина,,Жінка,1941-10-24,Науковець,селище Зоринськ,"провулок Макаренка, буд. 9, Надвірна, 31949",038 823 44 22,ushevchenko@example.net
Лупій,Ольга,,Жінка,1992-03-28,Археолог,селище Узин,"сквер Рівності 1-й, буд. 946 кв. 8, Тараща, 42704",+380 60 794 91 22,azarshmorhun@example.com
Романець,Марія,,Жінка,1985-08-23,Швачка,селище Кам'янка-Бузька,"сквер Марата 1-й, буд. 90, Тальне, 36722",+380 92 259-37-17,davydiurchenko@example.org
Гриценко,Клавдія,,Жінка,2004-01-06,Диригент,село Ківерці,"провулок Лазурний 4-й, буд. 77 кв. 5, Сіверськ, 06576",081 647 31 38,valentynshvachka@example.net
Овсієнко,Святослава,,Жінка,1978-04-09,Програміст,селище Борзна,"провулок Старосінна, буд. 7, Гадяч, 93759",+380 64 181-63-01,borysshukhevych@example.net
Гупало,Альбіна,,Жінка,2003-10-28,Няня,місто Вознесенівка,"сквер Торгова, буд. 67, Бібрка, 34951",055 100 75 49,ievhen10@example.net
Годунок,Маруся,,Жінка,1972-08-14,Бібліотекар,селище Хотин,"шосе Ползунова 2-й, буд. 2 кв. 962, Андрушівка, 68446",+380 (89) 971-30-39,adam15@example.net
Овсієнко,Амалія,,Жінка,1951-03-03,Будник,село Стебник,"проспект Чайковського, буд. 388 кв. 47, Борислав, 86234",+380 39 871-08-46,milena43@example.org
Кириленко,Єлисавета,,Жінка,1972-06-19,Стиліст,селище Сміла,"узвіз Куликове поле, буд. 530 кв. 90, Підгородне, 66998",+380 64 005 51 76,olena60@example.org
Семенченко,Аліна,,Жінка,1951-04-09,Гірничий інженер,місто Торецьк,"сквер Дігтярна, буд. 082, Липовець, 37132",833-61-14,turkalopanas@example.org
Черінько,Христина,,Жінка,2005-05-02,Ветеринар,селище Бахмут,"узвіз Локомотивний 4-й, буд. 27, Городище , 41696",+380 (37) 016-26-11,ihaidabura@example.com
Василенко,Дарина,,Жінка,1964-03-18,Круп'є,селище Теплодар,"узвіз Стахановський 4-й, буд. 41, Теплодар, 46486",065 986 13 20,zhaidabura@example.com
Бараник,Одарка,,Жінка,1940-07-31,Живописець,селище Вовчанськ,"провулок Казковий, буд. 057, Вашківці, 44084",+380 49 643-52-95,bezborodkoiakiv@example.net
Дейсун,Соломія,,Жінка,1956-02-18,Конструктор,селище Прип'ять ,"парк Кипарисний 3-й, буд. 764 кв. 347, Дебальцеве, 68764",+380 (83) 716-39-73,ibarabash@example.net
Деревʼянко,Данна,,Жінка,1984-11-15,Дипломат,село Хмельницький,"набережна Корнюшина, буд. 6 кв. 2, Полонне, 25780",049 69 12,dmytro51@example.com
Гуцуляк,Софія,,Жінка,1984-04-16,Електротехнік,селище Хотин,"сквер Паркова, буд. 15, Ладижин, 27496",+380 (36) 029-48-91,iakivorlyk@example.net
Сацюк,Еріка,,Жінка,1970-10-15,Палеонтолог,село Березівка,"парк Наявний 5-й, буд. 68, Старий Крим, 82986",+380 00 537-88-70,mdatsiuk@example.net
Артюх,Ольга,,Жінка,1996-02-26,Ветеринар,село Скадовськ,"шосе Виноградний, буд. 6 кв. 632, Тлумач, 20054",143 19 41,alevtyn94@example.org
Абраменко,Людмила,,Жінка,1992-11-27,Археолог,місто Корсунь-Шевченківський,"сквер 2-га Лінія 4-ї ст. Люстдорфської дороги, буд. 1 кв. 327, Сарни, 46403",715 89 10,wsavenko@example.org
Доценко,Орися,,Жінка,2007-06-04,Маркетолог,хутір Селидове,"шосе Історія Футболу, буд. 602 кв. 0, Хорол , 57350",366 14 30,qievdokymenko@example.com
Забіла,Орина,,Жінка,1969-11-15,Випробувач,місто Хорол ,"шосе Амбулаторна, буд. 8 кв. 34, Хрустальний, 58926",+380 77 000-56-11,pchaban@example.org
Ящук,Марта,,Жінка,1945-08-02,Ювелір,місто Глиняни,"узвіз Болгарська, буд. 9 кв. 31, Шостка, 42896",+380 95 629 28 52,iaroslav02@example.org
Ісаєвич,Орися,,Жінка,2002-10-12,Бібліотекар,місто Кагарлик,"набережна Студентський 4-й, буд. 710 кв. 16, Петрово-Красносілля, 28848",+380 (04) 168-80-82,wperebyinis@example.com
Гаєвський,Марʼяна,,Жінка,1982-01-14,Електрик,селище Рубіжне,"парк Ватманський, буд. 37 кв. 4, Кагарлик, 80171",+380 39 957 71 78,jshvaika@example.com
Жученко,Ганна,,Жінка,1991-12-29,Футболіст,селище Селидове,"парк 13-та Суворовська, буд. 897, Кам'янка-Бузька, 88047",237 80 08,adadziuba@example.org
Батуринець,Ярина,,Жінка,1982-08-12,Будник,місто Ірміно,"провулок Москеті, буд. 22 кв. 197, Іловайськ, 42340",+380 (92) 682-53-20,boryslavzakusylo@example.org
Карпенко,Оксенія,,Жінка,1952-12-29,Гицель,хутір Вознесенівка,"провулок Польовий 1-й, буд. 1 кв. 509, Зеленодольськ, 19019",665 47 15,bdanylenko@example.org
Захаренко,Галина,,Жінка,1964-08-24,Журналіст,селище Краматорськ,"узвіз Матроська Слобідка, буд. 460, Бориспіль, 02749",596-27-98,kamilla54@example.net
Гупало,Мілена,,Жінка,1980-03-17,Пекар,село Первомайський ,"вулиця Пісочний, буд. 88, Дунаївці, 96262",092 480-36-06,danchukopanas@example.net
Юхименко,Едита,,Жінка,2005-01-15,Піаніст,місто Лохвиця,"площа Некрасова, буд. 043 кв. 9, Балаклія, 65659",+380 12 748 87 21,babakmaksym@example.org
Вівчаренко,Ганна,,Жінка,1938-07-14,Перекладач,селище Верхівцеве,"парк Куяльницький міст, буд. 398, Старий Самбір, 22692",065 454 61 24,orysia96@example.net
Проценко,Марʼяна,,Жінка,1949-06-04,Кінорежисер,селище Берислав,"проспект Неплія, буд. 610, Свалява, 10439",+380 76 250 92 08,irena71@example.org
